instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no, total_seq_no,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
ins_1085945400,M1,j_37051,1,Failed,92260,92266,m_1831,1,2,,,,
ins_897313482,J10_8_9,j_316319,1,Failed,92588,92589,m_1831,1,2,,,,
ins_192375356,J5_1_2_4,j_1471840,1,Failed,96194,0,m_1831,1,2,,,,
ins_1338779442,M6_3_5,j_2710575,1,Failed,97367,0,m_1831,1,2,,,,
ins_930059063,J23_7_12,j_979489,1,Failed,101736,102080,m_1831,1,2,,,,
ins_1045353994,J15_1_2_3_4_5_6_7_14,j_329955,1,Failed,101914,102079,m_1831,1,2,,,,
ins_742076787,J3_1_2,j_170415,1,Failed,102596,102758,m_1831,1,2,,,,
ins_892363414,J8_3_4_5_6_7_11_12_13_16,j_3708994,1,Failed,106232,0,m_1831,1,2,,,,
ins_603556200,M1,j_172082,1,Failed,106780,0,m_1831,1,2,,,,
ins_1113214893,R12_11,j_1622485,1,Failed,111125,111167,m_1831,1,2,,,,
ins_485865183,R4_3,j_315956,1,Failed,112621,113438,m_1831,1,2,,,,
ins_601230221,J4_1_2_3,j_2325881,1,Failed,112755,113240,m_1831,1,3,,,,
ins_745269030,M1,j_531331,1,Failed,116136,116140,m_1831,1,2,,,,
ins_1101073771,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_1592733,3,Failed,116951,0,m_1831,1,2,,,,
ins_1176925606,task_NDg2ODM2NDIyMDczNDQ4NzMzOA==,j_698512,11,Failed,118264,0,m_1831,1,2,,,,
ins_569482950,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_977760,8,Failed,123336,0,m_1831,1,2,,,,
ins_474950815,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_977760,8,Failed,123336,0,m_1831,1,2,,,,
ins_565326159,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_2976986,8,Failed,123349,0,m_1831,1,2,,,,
ins_319382017,R2_1,j_145942,1,Failed,123938,0,m_1831,1,2,,,,
ins_193346032,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_1174596,8,Failed,124442,0,m_1831,1,2,,,,
ins_966040667,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_2836746,8,Failed,124587,0,m_1831,1,2,,,,
ins_50345381,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_2836746,8,Failed,124588,0,m_1831,1,2,,,,
ins_212374271,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_3288941,8,Failed,125784,0,m_1831,1,2,,,,
ins_1186978984,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_3288941,8,Failed,125785,0,m_1831,1,2,,,,
ins_324858475,M6,j_2132500,1,Failed,129686,0,m_1831,1,2,,,,
ins_106809957,M1,j_2576183,1,Failed,130273,0,m_1831,1,2,,,,
ins_658111284,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_3798438,8,Failed,134227,0,m_1831,1,2,,,,
ins_863011783,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_888646,8,Failed,134534,0,m_1831,1,2,,,,
ins_470895726,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_2792089,8,Failed,135520,0,m_1831,1,2,,,,
ins_434112334,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_2792089,8,Failed,135520,0,m_1831,1,2,,,,
ins_709402502,R6_5,j_619854,1,Failed,143556,144484,m_1831,1,5,,,,
ins_701062767,M6,j_4185445,1,Failed,143578,0,m_1831,1,2,,,,
ins_164883426,M6,j_4185445,1,Failed,144049,0,m_1831,2,3,,,,
ins_1288454141,M2_1,j_4185445,1,Failed,144065,0,m_1831,1,2,,,,
ins_476883618,R9_8,j_1979377,1,Failed,145807,145959,m_1831,3,4,,,,
ins_1339046239,R6_5,j_619854,1,Failed,147606,147757,m_1831,2,6,,,,
ins_803878963,R6_5,j_619854,1,Failed,147762,147944,m_1831,4,8,,,,
ins_805076307,R4_1_3,j_3795026,1,Failed,149196,149624,m_1831,1,3,,,,
ins_285905076,R6_5,j_619854,1,Failed,149330,149914,m_1831,4,5,,,,
ins_1241952685,R5_1_2_4,j_2489716,1,Failed,153112,153265,m_1831,2,3,,,,
ins_880244190,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_198728,10,Failed,153226,153227,m_1831,1,1,,,,
ins_733147454,M1,j_937739,1,Failed,154363,154365,m_1831,1,1,,,,
ins_351820564,M3_2,j_917894,1,Failed,156401,156404,m_1831,1,1,,,,
ins_874833236,M3_2,j_2452120,1,Failed,156704,156707,m_1831,1,1,,,,
ins_228455092,M1,j_3937814,1,Failed,158823,158828,m_1831,1,1,,,,
ins_816106923,M1,j_539598,1,Failed,160664,162029,m_1831,1,5,,,,
ins_450981490,M1,j_539598,1,Failed,160664,162033,m_1831,1,4,,,,
ins_1284289696,M1,j_539598,1,Failed,160665,162038,m_1831,1,4,,,,
ins_183904431,M1,j_539598,1,Failed,162031,162477,m_1831,2,4,,,,
ins_1341141646,M1,j_539598,1,Failed,162034,162474,m_1831,2,4,,,,
ins_152618446,M1,j_539598,1,Failed,162039,162471,m_1831,2,5,,,,
ins_116887113,M1,j_539598,1,Failed,162473,162905,m_1831,3,4,,,,
ins_1263950761,M1,j_539598,1,Failed,162475,162909,m_1831,3,4,,,,
ins_623224848,M1,j_539598,1,Failed,162479,162913,m_1831,3,4,,,,
ins_973687667,task_NDg2ODM2NDIyMDczNDQ4NzMzOA==,j_3623573,11,Failed,162853,0,m_1831,1,2,,,,
ins_230055915,M1,j_539598,1,Failed,162912,0,m_1831,4,5,,,,
ins_764294093,M1,j_234735,1,Failed,163059,163065,m_1831,1,2,,,,
ins_653065530,R5_4,j_3427540,1,Failed,166701,166704,m_1831,1,2,,,,
ins_5666254,R5_4,j_848956,1,Failed,167107,167109,m_1831,1,2,,,,
ins_1236290304,R2_1,j_3424534,1,Failed,167559,0,m_1831,1,3,,,,
ins_875439181,R2_1,j_3424534,1,Failed,167706,0,m_1831,2,3,,,,
ins_1002715214,R4_3,j_3724806,1,Failed,169771,170162,m_1831,1,2,,,,
ins_147438459,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3570188,3,Failed,175844,0,m_1831,1,2,,,,
ins_347155992,J5_2_3_4,j_419674,1,Failed,178946,0,m_1831,1,2,,,,
ins_336437940,M1,j_1170660,1,Failed,180399,182157,m_1831,1,4,,,,
ins_1177053239,M1,j_1170660,1,Failed,180399,181751,m_1831,1,5,,,,
ins_511592766,M1,j_1170660,1,Failed,180400,182167,m_1831,1,3,,,,
ins_737153001,J5_1_2_3_4,j_4008003,1,Failed,180534,180921,m_1831,1,3,,,,
ins_691255927,M1,j_1170660,1,Failed,181753,182217,m_1831,2,4,,,,
ins_807512806,M1,j_1170660,1,Failed,182158,182614,m_1831,2,3,,,,
ins_1080750065,M1,j_1170660,1,Failed,182169,182633,m_1831,2,3,,,,
ins_1025665683,M1,j_1170660,1,Failed,182219,182687,m_1831,3,4,,,,
ins_935238620,M1,j_1170660,1,Failed,182691,0,m_1831,4,5,,,,
ins_111399241,J3_1_2,j_3639039,1,Failed,185045,185329,m_1831,1,2,,,,
ins_834860082,R2_1,j_3999647,1,Failed,185241,185406,m_1831,1,2,,,,
ins_70790398,J8_6_7,j_1539284,1,Failed,185243,185561,m_1831,1,3,,,,
ins_1246331756,M1,j_4019413,1,Failed,190231,190367,m_1831,1,2,,,,
ins_542831856,J9_1_3_5_7_8_15,j_2718081,1,Failed,190524,190527,m_1831,1,2,,,,
ins_970448844,J13_11_12,j_2299207,1,Failed,197268,197638,m_1831,1,2,,,,
ins_1055143462,J3_1_2,j_597192,1,Failed,197295,197641,m_1831,1,3,,,,
ins_582439798,R3_10,j_2165930,1,Failed,197327,197652,m_1831,1,2,,,,
ins_719854134,J18_9_17,j_3053758,1,Failed,197479,197757,m_1831,1,2,,,,
ins_649349786,R5_4,j_1883344,1,Failed,197481,197759,m_1831,1,2,,,,
ins_1008288738,M6,j_2557902,1,Failed,202787,0,m_1831,1,2,,,,
ins_514893570,M6,j_2557902,1,Failed,202942,0,m_1831,1,2,,,,
ins_409969934,M15_14,j_3223924,1,Failed,203436,203446,m_1831,1,2,,,,
ins_46616580,M6,j_821972,1,Failed,203719,0,m_1831,1,2,,,,
ins_1074127379,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3993093,3,Failed,204862,0,m_1831,1,2,,,,
ins_1225134765,M1,j_772351,1,Failed,210900,210972,m_1831,1,4,,,,
ins_802287286,M1,j_772351,1,Failed,210901,210978,m_1831,1,4,,,,
ins_1308546979,M1,j_772351,1,Failed,210973,211002,m_1831,2,4,,,,
ins_1046779973,M1,j_772351,1,Failed,210982,211006,m_1831,2,4,,,,
ins_496502092,M1,j_772351,1,Failed,211009,211030,m_1831,3,4,,,,
ins_1235633016,M1,j_772351,1,Failed,211010,211039,m_1831,3,4,,,,
ins_585358961,M1,j_772351,1,Failed,211035,0,m_1831,3,4,,,,
ins_1175681789,M1,j_1878594,1,Failed,211265,211770,m_1831,1,5,,,,
ins_573871239,M1,j_1878594,1,Failed,211265,211774,m_1831,1,4,,,,
ins_257073796,M1,j_1878594,1,Failed,211267,211779,m_1831,1,4,,,,
ins_851956521,M1,j_1878594,1,Failed,211773,211945,m_1831,2,4,,,,
ins_880299332,M1,j_1878594,1,Failed,211776,211962,m_1831,2,5,,,,
ins_779391006,M1,j_1878594,1,Failed,211782,211962,m_1831,2,4,,,,
ins_820234011,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_131487,3,Failed,211924,212284,m_1831,1,1,,,,
ins_1339644692,M1,j_1878594,1,Failed,211954,212128,m_1831,3,5,,,,
ins_1006612112,M1,j_1878594,1,Failed,211968,212144,m_1831,3,5,,,,
ins_284632853,M1,j_1878594,1,Failed,211968,212142,m_1831,3,5,,,,
ins_3980800,M1,j_1878594,1,Failed,212132,0,m_1831,4,5,,,,
ins_658376964,M1,j_1157307,1,Failed,212355,212443,m_1831,1,4,,,,
ins_247598997,M1,j_1157307,1,Failed,212357,212440,m_1831,1,4,,,,
ins_1339043053,M1,j_1157307,1,Failed,212358,212447,m_1831,1,4,,,,
ins_1238758223,M1,j_1157307,1,Failed,212447,212474,m_1831,2,4,,,,
ins_1097280260,M1,j_1157307,1,Failed,212448,212478,m_1831,2,4,,,,
ins_546298366,M1,j_1157307,1,Failed,212450,212477,m_1831,2,4,,,,
ins_230551239,M1,j_1157307,1,Failed,212476,212506,m_1831,3,4,,,,
ins_309605774,M1,j_1157307,1,Failed,212479,212503,m_1831,3,4,,,,
ins_563282879,M1,j_1157307,1,Failed,212482,212509,m_1831,3,4,,,,
ins_1168780856,M1,j_1628214,1,Failed,213707,213707,m_1831,1,1,,,,
ins_1200599846,M1,j_2665330,1,Failed,214699,214702,m_1831,1,1,,,,
ins_384907028,M1,j_3177114,1,Failed,214826,214886,m_1831,1,5,,,,
ins_377017341,M1,j_3177114,1,Failed,214826,214890,m_1831,1,4,,,,
ins_909762497,M1,j_3177114,1,Failed,214826,214891,m_1831,1,4,,,,
ins_636788007,M1,j_3177114,1,Failed,214898,214917,m_1831,2,4,,,,
ins_1342968775,M1,j_3177114,1,Failed,214898,214918,m_1831,2,4,,,,
ins_160897155,M1,j_3177114,1,Failed,214898,214917,m_1831,2,4,,,,
ins_759354452,M1,j_3177114,1,Failed,214922,214943,m_1831,2,3,,,,
ins_603768700,M1,j_3177114,1,Failed,214922,214942,m_1831,3,4,,,,
ins_969746110,M1,j_3177114,1,Failed,214922,214941,m_1831,3,4,,,,
ins_406368193,M1,j_3177114,1,Failed,214943,0,m_1831,4,5,,,,
ins_523462350,M1,j_3257429,1,Failed,219817,219916,m_1831,1,4,,,,
ins_495737796,M1,j_3257429,1,Failed,219817,219911,m_1831,1,5,,,,
ins_638270518,M1,j_3257429,1,Failed,219817,219919,m_1831,1,4,,,,
ins_1079151030,M1,j_3257429,1,Failed,219914,219951,m_1831,2,5,,,,
ins_893356367,M1,j_3257429,1,Failed,219918,219954,m_1831,2,4,,,,
ins_272931545,M1,j_3257429,1,Failed,219921,219955,m_1831,2,4,,,,
ins_968121717,M1,j_3257429,1,Failed,219953,219990,m_1831,3,4,,,,
ins_1209629694,M1,j_3257429,1,Failed,219955,219991,m_1831,3,4,,,,
ins_989067591,M1,j_3257429,1,Failed,219956,219992,m_1831,3,5,,,,
ins_757016342,M1,j_3392457,1,Failed,222610,222681,m_1831,1,4,,,,
ins_364083970,M1,j_3392457,1,Failed,222610,222675,m_1831,1,4,,,,
ins_556841360,M1,j_3392457,1,Failed,222611,222677,m_1831,1,4,,,,
ins_2665306,M1,j_3392457,1,Failed,222678,222699,m_1831,2,3,,,,
ins_1206517239,M1,j_3392457,1,Failed,222681,222699,m_1831,2,4,,,,
ins_45086038,M1,j_3392457,1,Failed,222685,222705,m_1831,2,4,,,,
ins_1015029104,M1,j_3392457,1,Failed,222712,222731,m_1831,3,4,,,,
ins_835068216,M1,j_3392457,1,Failed,222712,222731,m_1831,3,4,,,,
ins_559833194,M1,j_3392457,1,Failed,222713,222731,m_1831,3,4,,,,
ins_539825149,M1,j_3691525,1,Failed,229323,229818,m_1831,1,4,,,,
ins_81319067,M1,j_3691525,1,Failed,229324,229819,m_1831,1,4,,,,
ins_974755163,M1,j_3691525,1,Failed,229327,229824,m_1831,1,4,,,,
ins_1289702102,M1,j_3691525,1,Failed,229820,229994,m_1831,2,4,,,,
ins_330901169,M1,j_3691525,1,Failed,229821,229997,m_1831,2,4,,,,
ins_71032394,M1,j_3691525,1,Failed,229827,230006,m_1831,2,4,,,,
ins_271717266,M1,j_3691525,1,Failed,230000,230173,m_1831,3,4,,,,
ins_212485199,M1,j_3691525,1,Failed,230001,230178,m_1831,2,3,,,,
ins_740057819,M1,j_3691525,1,Failed,230017,230193,m_1831,3,4,,,,
ins_1240114277,M1,j_3691525,1,Failed,230196,0,m_1831,3,4,,,,
ins_1125255863,R2_1,j_624079,1,Failed,232428,232809,m_1831,1,2,,,,
ins_89561681,M1,j_255017,1,Failed,232483,0,m_1831,1,2,,,,
ins_1188808733,J13_10_11_12,j_121902,1,Failed,235407,235785,m_1831,1,2,,,,
ins_464640814,J5_3_4,j_1710369,1,Failed,235541,235935,m_1831,1,2,,,,
ins_239273706,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_3938821,10,Failed,238113,238113,m_1831,1,1,,,,
ins_758332820,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_987498,10,Failed,238778,238781,m_1831,1,1,,,,
ins_568773822,M4,j_1922756,1,Failed,238824,0,m_1831,1,2,,,,
ins_232494799,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_993164,10,Failed,238856,238856,m_1831,1,1,,,,
ins_281381687,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_196559,10,Failed,239254,239256,m_1831,1,1,,,,
ins_126793388,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_4122184,10,Failed,243001,243005,m_1831,1,1,,,,
ins_483721724,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_125872,10,Failed,243843,243845,m_1831,1,1,,,,
ins_219253178,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2530705,10,Failed,243938,243939,m_1831,1,1,,,,
ins_967921126,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2060933,10,Failed,245494,245495,m_1831,1,1,,,,
ins_611418569,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_3866020,10,Failed,246362,246362,m_1831,1,1,,,,
ins_1316627508,M4,j_2700973,1,Failed,249787,0,m_1831,1,1,,,,
ins_1196753498,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2496272,10,Failed,250771,250773,m_1831,1,1,,,,
ins_728224329,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2828237,10,Failed,250902,250905,m_1831,1,1,,,,
ins_1114800247,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_883205,10,Failed,251845,251848,m_1831,1,1,,,,
ins_488592794,R3_2,j_2319855,1,Failed,252645,253036,m_1831,1,2,,,,
ins_501502652,J5_2_3_4,j_447992,1,Failed,267913,0,m_1831,1,2,,,,
ins_635240658,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_1015348,3,Failed,275177,0,m_1831,1,2,,,,
ins_584535413,M1,j_1462632,1,Failed,276904,0,m_1831,1,2,,,,
ins_677618790,M3,j_2540624,1,Failed,282500,0,m_1831,1,2,,,,
ins_443190093,M1,j_2419336,1,Failed,287960,288012,m_1831,1,2,,,,
ins_930059329,M6,j_2738612,1,Failed,288270,0,m_1831,1,2,,,,
ins_115526238,M6,j_2738612,1,Failed,288270,0,m_1831,1,2,,,,
ins_1225593245,M6,j_1899093,1,Failed,289840,0,m_1831,1,2,,,,
ins_298753554,M1,j_3243463,1,Failed,293967,293989,m_1831,1,2,,,,
ins_846788338,M1,j_3243463,1,Failed,293976,293990,m_1831,1,3,,,,
ins_531488331,M1,j_3243463,1,Failed,293979,293987,m_1831,2,4,,,,
ins_287704620,M1,j_3243463,1,Failed,294002,294010,m_1831,3,4,,,,
ins_866875170,M1,j_3243463,1,Failed,294002,294017,m_1831,2,3,,,,
ins_1201044820,M1,j_1995375,1,Failed,295361,295385,m_1831,1,4,,,,
ins_1187298961,M1,j_1995375,1,Failed,295367,295387,m_1831,1,3,,,,
ins_1238873472,M1,j_1995375,1,Failed,295368,295390,m_1831,1,4,,,,
ins_408821306,M1,j_1995375,1,Failed,295393,295411,m_1831,2,4,,,,
ins_875383297,M1,j_1995375,1,Failed,295393,295410,m_1831,2,4,,,,
ins_863078941,M1,j_1995375,1,Failed,295399,295415,m_1831,2,4,,,,
ins_1280852512,M1,j_1995375,1,Failed,295415,0,m_1831,3,4,,,,
ins_160674699,M1,j_1995375,1,Failed,295418,0,m_1831,3,4,,,,
ins_781592825,task_LTI0MjU2NDM0NTE3NDI0MzkwNjE=,j_1566573,3,Failed,297111,0,m_1831,1,2,,,,
ins_1015965188,M1,j_1873749,1,Failed,298441,298497,m_1831,1,2,,,,
ins_852302701,R6_5,j_1898633,1,Failed,299967,300549,m_1831,1,4,,,,
ins_330985218,M2,j_1090690,1,Failed,299970,300215,m_1831,1,2,,,,
ins_866877035,R15_14,j_3568358,1,Failed,300152,300236,m_1831,1,2,,,,
ins_400790698,M1,j_4168132,1,Failed,300185,0,m_1831,1,2,,,,
ins_363481368,J5_1_4,j_3225587,1,Failed,300188,300429,m_1831,1,3,,,,
ins_1058328038,M1,j_1903699,1,Failed,300202,0,m_1831,1,2,,,,
ins_1032734611,J18_1_3_4_5_6_9_12_13_14_15_16_17,j_1322078,1,Failed,301031,0,m_1831,1,2,,,,
ins_489174834,M5,j_1918955,1,Failed,304507,304619,m_1831,1,2,,,,
ins_1291449991,R6_5,j_1898633,1,Failed,304751,304934,m_1831,3,5,,,,
ins_897558615,R2_1,j_1927612,1,Failed,307610,308021,m_1831,1,2,,,,
