instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no, total_seq_no,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
ins_715461912,M3_2,j_3616242,1,Failed,338304,0,m_1831,1,2,,,,
ins_511609120,M3_2,j_2589769,1,Failed,338304,0,m_1831,1,2,,,,
ins_555545355,M3_2,j_1877047,1,Failed,338314,338320,m_1831,1,1,,,,
ins_632491926,M3_2,j_1039368,1,Failed,338347,338352,m_1831,1,1,,,,
ins_254597065,M3_2,j_2697520,1,Failed,338358,338365,m_1831,1,1,,,,
ins_108831714,M3_2,j_3035132,1,Failed,338365,338371,m_1831,1,1,,,,
ins_175117991,M3_2,j_766514,1,Failed,338437,338443,m_1831,1,1,,,,
ins_1296785720,M3_2,j_2932490,1,Failed,338491,0,m_1831,1,2,,,,
ins_707537937,M3_2,j_2131358,1,Failed,338502,338508,m_1831,1,1,,,,
ins_64345576,M3_2,j_1739988,1,Failed,338510,0,m_1831,1,2,,,,
ins_388455536,M3_2,j_2704490,1,Failed,338525,338532,m_1831,1,1,,,,
ins_929206309,M3_2,j_660563,1,Failed,338538,0,m_1831,1,2,,,,
ins_1310227501,M3_2,j_474600,1,Failed,338582,0,m_1831,1,2,,,,
ins_451285547,M3_2,j_349187,1,Failed,338587,338594,m_1831,1,1,,,,
ins_712319131,M3_2,j_3866925,1,Failed,338605,338612,m_1831,1,1,,,,
ins_655825046,M3_2,j_3719025,1,Failed,338639,338647,m_1831,1,1,,,,
ins_15439455,M3_2,j_1667707,1,Failed,338646,338653,m_1831,1,1,,,,
ins_66326281,M3_2,j_3596493,1,Failed,338689,338696,m_1831,1,1,,,,
ins_913849863,M3_2,j_2938303,1,Failed,338701,338707,m_1831,1,1,,,,
ins_1066504293,M3_2,j_3742682,1,Failed,338717,338723,m_1831,1,1,,,,
ins_216825711,M3_2,j_3683321,1,Failed,338767,0,m_1831,1,2,,,,
ins_367622874,M3_2,j_3335402,1,Failed,338831,338837,m_1831,1,1,,,,
ins_686865758,M3_2,j_3226574,1,Failed,338849,338855,m_1831,1,1,,,,
ins_1139384454,M3_2,j_1474505,1,Failed,338876,338883,m_1831,1,1,,,,
ins_1139007864,J18_1_3_4_5_6_9_12_13_14_15_16_17,j_450933,1,Failed,339853,339859,m_1831,1,2,,,,
ins_164110449,M1,j_2745104,1,Failed,339900,339904,m_1831,1,1,,,,
ins_161783058,R15_14,j_2756646,1,Failed,353081,353459,m_1831,1,2,,,,
ins_686727989,J13_11_12,j_3701280,1,Failed,353562,353938,m_1831,1,2,,,,
ins_873872625,task_NTUwNzc2NzM4MjY5NTYwMDI1OA==,j_2196032,7,Failed,354777,0,m_1831,1,2,,,,
ins_1208241010,J10_8_9,j_1319992,1,Failed,357190,357192,m_1831,1,2,,,,
ins_179469375,R8_7,j_3341556,1,Failed,357389,357895,m_1831,1,2,,,,
ins_113451868,M6_3_5,j_1580537,1,Failed,360733,0,m_1831,1,2,,,,
ins_570368908,J14_2_3_4_5_9_10_11_12_13_17_18_19_20_21_22,j_3342723,1,Failed,365487,0,m_1831,1,2,,,,
ins_1011613021,M6,j_173073,1,Failed,374706,0,m_1831,1,2,,,,
ins_612675011,R10_1,j_3074094,1,Failed,375248,375646,m_1831,1,2,,,,
ins_901973944,R26_1,j_3074094,1,Failed,375250,375649,m_1831,1,2,,,,
ins_270038676,J21_1_20,j_4199477,1,Failed,375254,375644,m_1831,1,2,,,,
ins_1311033488,R6_1,j_2041408,1,Failed,375326,375660,m_1831,1,2,,,,
ins_269300831,M6,j_344465,1,Failed,376469,0,m_1831,1,2,,,,
ins_273232118,task_OTg1NjA1OTIxMzA4ODkxNg==,j_3277478,8,Failed,376481,0,m_1831,1,2,,,,
ins_370485783,J8_2_6_7,j_3088404,1,Failed,382456,382475,m_1831,1,2,,,,
ins_1116238862,task_ODYzMjgxNjM3NDU5NTUwMjc5MA==,j_2135978,8,Failed,383820,0,m_1831,1,2,,,,
ins_8491318,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_2370407,3,Failed,396329,0,m_1831,1,2,,,,
ins_35385248,M5,j_2016968,1,Failed,396431,0,m_1831,1,2,,,,
ins_125422809,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_2490246,3,Failed,397157,0,m_1831,1,2,,,,
ins_1133587415,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3575115,3,Failed,397312,0,m_1831,1,2,,,,
ins_1274090617,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_641897,3,Failed,398004,0,m_1831,1,2,,,,
ins_343353476,J13_6_12_16,j_888106,1,Failed,425493,425497,m_1831,1,2,,,,
ins_91602150,task_OTg1NjA1OTIxMzA4ODkxNg==,j_1556889,8,Failed,436406,0,m_1831,1,2,,,,
ins_976332858,J5_2_3_4,j_3214208,1,Failed,436789,0,m_1831,1,2,,,,
ins_409898117,J10_8_9,j_3224642,1,Failed,437317,437318,m_1831,1,2,,,,
ins_624193566,J5_1_4,j_1362943,1,Failed,445596,445953,m_1831,1,2,,,,
ins_1226153942,M1,j_3447867,1,Failed,445828,0,m_1831,1,2,,,,
ins_202458959,task_NDg2ODM2NDIyMDczNDQ4NzMzOA==,j_4128152,11,Failed,449593,0,m_1831,1,2,,,,
ins_572041671,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3082665,3,Failed,459783,0,m_1831,1,2,,,,
ins_1093349475,J8_4_7,j_658741,1,Failed,461079,461755,m_1831,1,2,,,,
ins_965567071,J3_1_2,j_2848527,1,Failed,461105,461517,m_1831,1,2,,,,
ins_991082984,M2_1,j_2688554,1,Failed,461453,0,m_1831,1,2,,,,
ins_353790377,M6,j_733897,1,Failed,461688,0,m_1831,1,2,,,,
ins_579857948,M2_1,j_733897,1,Failed,462095,0,m_1831,1,2,,,,
ins_271602126,M6,j_3277571,1,Failed,462471,0,m_1831,1,2,,,,
ins_683462055,M6,j_3277571,1,Failed,462471,0,m_1831,1,2,,,,
ins_554277030,M2,j_2177905,1,Failed,463329,463868,m_1831,1,2,,,,
ins_1339453511,M3_2,j_2294163,1,Failed,466344,0,m_1831,1,2,,,,
ins_685146360,M4_3,j_2247127,1,Failed,476869,0,m_1831,1,2,,,,
ins_197259989,M4_3,j_2247127,1,Failed,476869,0,m_1831,1,2,,,,
ins_1315962649,M4_3,j_2247127,1,Failed,476872,0,m_1831,1,2,,,,
ins_923641217,task_ODYzMjgxNjM3NDU5NTUwMjc5MA==,j_1299004,8,Failed,487466,487478,m_1831,1,4,,,,
ins_71043366,task_ODYzMjgxNjM3NDU5NTUwMjc5MA==,j_1299004,8,Failed,487485,487492,m_1831,2,3,,,,
ins_97188619,task_ODYzMjgxNjM3NDU5NTUwMjc5MA==,j_1299004,8,Failed,487495,487503,m_1831,4,4,,,,
ins_561553644,M1,j_1544992,1,Failed,487746,0,m_1831,1,2,,,,
ins_345049878,M14,j_3121573,1,Failed,488939,488965,m_1831,1,2,,,,
ins_1235518469,M1,j_2109726,1,Failed,502806,502923,m_1831,1,4,,,,
ins_755960885,M1,j_2109726,1,Failed,502925,503026,m_1831,2,4,,,,
ins_796037442,M1,j_2109726,1,Failed,503030,503128,m_1831,3,4,,,,
ins_255658132,M1,j_2746172,1,Failed,504344,504469,m_1831,1,4,,,,
ins_223423867,M1,j_2746172,1,Failed,504474,504574,m_1831,2,4,,,,
ins_904079614,M1,j_2746172,1,Failed,504580,504683,m_1831,3,4,,,,
ins_1322569000,M1,j_3178586,1,Failed,505151,505269,m_1831,1,5,,,,
ins_893626398,M1,j_3178586,1,Failed,505270,505370,m_1831,2,5,,,,
ins_634398169,M1,j_3178586,1,Failed,505375,505474,m_1831,3,5,,,,
ins_651392076,M1,j_3178586,1,Failed,505481,0,m_1831,4,5,,,,
ins_155036158,M1,j_345510,1,Failed,506358,506476,m_1831,1,3,,,,
ins_161386856,M1,j_345510,1,Failed,506478,506583,m_1831,2,3,,,,
ins_1098897977,M1,j_4069746,1,Failed,506708,506826,m_1831,1,4,,,,
ins_1228541446,M1,j_4069746,1,Failed,506828,506929,m_1831,2,4,,,,
ins_864772803,M1,j_4069746,1,Failed,506933,507032,m_1831,3,4,,,,
ins_1284728885,M1,j_2691344,1,Failed,507246,507357,m_1831,1,4,,,,
ins_716552759,M1,j_2691344,1,Failed,507365,507462,m_1831,2,4,,,,
ins_723396189,M1,j_2691344,1,Failed,507472,507572,m_1831,3,4,,,,
ins_1058050248,task_LTYxMjEzOTY4MDkyNzc3MDY0Njg=,j_261838,11,Failed,508274,508274,m_1831,1,1,,,,
ins_93003544,R3_1_2,j_2339759,1,Failed,515827,516204,m_1831,1,3,,,,
ins_93003544,R3_1_2,j_2339759,1,Failed,516213,516591,m_1831,2,3,,,,
ins_111353861,J14_6_13,j_2517618,1,Failed,516238,516617,m_1831,2,3,,,,
ins_1160361008,M1,j_116556,1,Failed,529010,529013,m_1831,1,2,,,,
ins_674532276,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3678239,3,Failed,545822,0,m_1831,1,2,,,,
ins_67836324,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_3289582,3,Failed,549737,0,m_1831,1,2,,,,
ins_1042013991,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557403,557421,m_1831,1,7,,,,
ins_1045194513,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557405,557421,m_1831,1,7,,,,
ins_288011157,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557406,557422,m_1831,1,7,,,,
ins_1273597974,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557431,557450,m_1831,2,7,,,,
ins_1042779401,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557431,557448,m_1831,2,7,,,,
ins_1327824935,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557433,557450,m_1831,2,6,,,,
ins_1249643918,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557455,557484,m_1831,3,7,,,,
ins_1282386965,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557455,557473,m_1831,3,7,,,,
ins_206061540,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557456,557475,m_1831,3,7,,,,
ins_685637042,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557479,557496,m_1831,4,7,,,,
ins_548782161,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557480,557497,m_1831,4,7,,,,
ins_904812034,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557491,557508,m_1831,4,6,,,,
ins_1204580685,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557505,557522,m_1831,5,7,,,,
ins_314449372,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557506,557522,m_1831,5,7,,,,
ins_305750772,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557518,557534,m_1831,6,7,,,,
ins_807234194,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557530,557547,m_1831,6,7,,,,
ins_541770869,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,j_686344,12,Failed,557531,557547,m_1831,6,7,,,,
ins_834114553,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_1187568,3,Failed,558250,0,m_1831,1,2,,,,
ins_1065294998,M1,j_2410723,1,Failed,559705,0,m_1831,1,2,,,,
ins_1014360369,M4_3,j_4008670,1,Failed,562996,0,m_1831,1,2,,,,
ins_337557283,M4_3,j_4008670,1,Failed,562996,0,m_1831,1,2,,,,
ins_1239117602,M1,j_2695577,1,Failed,565217,0,m_1831,1,1,,,,
ins_78871622,R3_2,j_2675969,1,Failed,569085,569089,m_1831,1,2,,,,
ins_1261399017,M17,j_1111415,1,Failed,569555,0,m_1831,1,2,,,,
ins_131967209,M4_3,j_1154698,1,Failed,569630,0,m_1831,1,2,,,,
ins_251854270,M1,j_3923063,1,Failed,569691,0,m_1831,1,2,,,,
ins_1326597676,M1,j_3925429,1,Failed,569982,569987,m_1831,1,1,,,,
ins_71751574,M1,j_87994,1,Failed,574818,0,m_1831,1,2,,,,
ins_484745087,M1,j_87994,1,Failed,574818,0,m_1831,1,2,,,,
ins_887997865,M1,j_87994,1,Failed,574818,0,m_1831,1,2,,,,
ins_822328877,M7,j_863059,1,Failed,574831,0,m_1831,1,2,,,,
ins_1222749565,M7,j_4051376,1,Failed,574906,0,m_1831,1,2,,,,
ins_154154145,M7,j_4004783,1,Failed,574917,0,m_1831,1,2,,,,
ins_1202732343,M1,j_1618497,1,Failed,574988,0,m_1831,1,2,,,,
ins_1221936012,M1,j_1618497,1,Failed,574988,0,m_1831,1,2,,,,
ins_274992110,M1,j_1618497,1,Failed,574989,0,m_1831,1,2,,,,
ins_535617041,M7,j_1618497,1,Failed,574991,0,m_1831,1,2,,,,
ins_1209161077,M7,j_1618497,1,Failed,574992,0,m_1831,1,2,,,,
ins_112365774,M7,j_2617820,1,Failed,575013,0,m_1831,1,2,,,,
ins_803193821,M7,j_2617820,1,Failed,575017,0,m_1831,1,2,,,,
ins_1067254936,M7,j_2617820,1,Failed,575019,0,m_1831,1,2,,,,
ins_559977989,M1,j_256169,1,Failed,575137,0,m_1831,1,2,,,,
ins_5903664,M1,j_256169,1,Failed,575138,0,m_1831,1,2,,,,
ins_1207938126,M1,j_256169,1,Failed,575139,0,m_1831,1,2,,,,
ins_201475480,M7,j_256169,1,Failed,575140,0,m_1831,1,2,,,,
ins_1062366915,M7,j_3998814,1,Failed,575147,0,m_1831,1,2,,,,
ins_828631023,J3_1_2,j_2426577,1,Failed,578150,578174,m_1831,1,4,,,,
ins_607812924,J3_1_2,j_2426577,1,Failed,578176,578200,m_1831,2,4,,,,
ins_1044009012,J3_1_2,j_2426577,1,Failed,578206,578231,m_1831,3,4,,,,
ins_194936158,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_4110805,10,Failed,578504,578506,m_1831,1,1,,,,
ins_928083433,J3_1_2,j_3962379,1,Failed,578528,578552,m_1831,1,4,,,,
ins_678647392,J3_1_2,j_3962379,1,Failed,578558,578583,m_1831,2,4,,,,
ins_471410853,J3_1_2,j_3962379,1,Failed,578589,578612,m_1831,3,4,,,,
ins_736498622,M2,j_203707,1,Failed,579185,0,m_1831,1,2,,,,
ins_235841307,M5,j_836535,1,Failed,579193,0,m_1831,1,2,,,,
ins_425510327,M5,j_836535,1,Failed,579195,0,m_1831,1,2,,,,
ins_1067407343,M5,j_2282627,1,Failed,581844,0,m_1831,1,2,,,,
ins_96570756,M5,j_2403423,1,Failed,581918,0,m_1831,1,2,,,,
ins_994626849,M5,j_2403423,1,Failed,581919,0,m_1831,1,2,,,,
ins_338361458,M5,j_2378555,1,Failed,581920,0,m_1831,1,2,,,,
ins_190424766,M5,j_2647924,1,Failed,581927,0,m_1831,1,2,,,,
ins_119990307,M5,j_2647924,1,Failed,581928,0,m_1831,1,2,,,,
ins_1199832703,M2,j_3924268,1,Failed,581929,0,m_1831,1,2,,,,
ins_11651483,M7,j_2260860,1,Failed,582489,0,m_1831,1,2,,,,
ins_951429688,M7,j_1728259,1,Failed,582493,0,m_1831,1,2,,,,
ins_251283010,M7,j_1728259,1,Failed,582494,0,m_1831,1,2,,,,
ins_398579024,M1,j_3441260,1,Failed,583096,0,m_1831,1,2,,,,
ins_1250754300,M2,j_981306,1,Failed,583607,0,m_1831,1,2,,,,
ins_832987845,M5,j_3817111,1,Failed,583609,0,m_1831,1,2,,,,
ins_895129748,M5,j_3817111,1,Failed,583610,0,m_1831,1,2,,,,
ins_376743805,M5,j_481775,1,Failed,583665,0,m_1831,1,2,,,,
ins_414355885,M2,j_3280654,1,Failed,583669,0,m_1831,1,2,,,,
ins_238848763,M5,j_4063440,1,Failed,583744,0,m_1831,1,2,,,,
ins_677000031,M5,j_4063440,1,Failed,583745,0,m_1831,1,2,,,,
ins_178772700,M2,j_3933613,1,Failed,583752,0,m_1831,1,2,,,,
ins_764276426,M2,j_3933613,1,Failed,583752,0,m_1831,1,2,,,,
ins_1195338502,M5,j_1334700,1,Failed,583754,0,m_1831,1,2,,,,
ins_17394910,M1,j_3749497,1,Failed,585012,0,m_1831,1,2,,,,
ins_565107743,M1,j_3749497,1,Failed,585013,0,m_1831,1,2,,,,
ins_487653322,M1,j_1328930,1,Failed,585383,0,m_1831,1,2,,,,
ins_841805504,M1,j_1328930,1,Failed,585384,0,m_1831,1,2,,,,
ins_275490028,M1,j_549588,1,Failed,585438,0,m_1831,1,2,,,,
ins_797490803,M1,j_292252,1,Failed,587419,0,m_1831,1,2,,,,
ins_826456729,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_1728353,10,Failed,591109,591110,m_1831,1,1,,,,
ins_213595491,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_3048524,10,Failed,592211,592214,m_1831,1,1,,,,
ins_1140230857,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_3313095,10,Failed,592547,592548,m_1831,1,1,,,,
ins_741699550,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_396188,10,Failed,593007,593007,m_1831,1,1,,,,
ins_655007375,task_NzkwNTc4MjA2ODI2MzE3NzU4MQ==,j_2212929,11,Failed,594181,0,m_1831,1,2,,,,
ins_403688418,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_1185878,10,Failed,594200,594202,m_1831,1,1,,,,
ins_329635788,J13_6_12_16,j_1955240,1,Failed,595557,595560,m_1831,1,2,,,,
ins_1049201967,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_1217151,10,Failed,597137,597138,m_1831,1,1,,,,
ins_945447321,M9,j_3257250,1,Failed,600419,0,m_1831,1,2,,,,
ins_1222161413,M2_1,j_2593279,1,Failed,605615,0,m_1831,1,2,,,,
ins_994838128,M6,j_4185435,1,Failed,633859,0,m_1831,1,2,,,,
ins_113725718,M2_1,j_1960205,1,Failed,635444,0,m_1831,1,2,,,,
ins_1046160147,M6,j_908450,1,Failed,635723,0,m_1831,1,2,,,,
ins_1260283726,M6,j_908450,1,Failed,635723,0,m_1831,1,2,,,,
ins_258612728,J16_6_10_15,j_1517049,1,Failed,639254,0,m_1831,1,2,,,,
ins_1314708077,J8_7_12,j_3160694,1,Failed,645308,645684,m_1831,1,2,,,,
ins_522900319,R2_1,j_3839419,1,Failed,646059,646060,m_1831,1,2,,,,
ins_519052801,M4_3,j_1212130,1,Failed,649524,0,m_1831,1,2,,,,
ins_1086959434,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_633466,8,Failed,657896,0,m_1831,1,2,,,,
ins_1112468914,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_633466,8,Failed,657896,0,m_1831,1,2,,,,
ins_1322704568,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_3297205,8,Failed,658225,0,m_1831,1,2,,,,
ins_90463129,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTQ=,j_3297205,8,Failed,658225,0,m_1831,1,2,,,,
ins_936134134,R3_2,j_301134,1,Failed,670182,0,m_1831,1,2,,,,
ins_952787253,J14_3_4_5_6_7_8_9_10_11_12_13,j_1730068,1,Failed,670405,670752,m_1831,1,2,,,,
ins_754503523,J8_1_3_4_7,j_523970,1,Failed,674709,674731,m_1831,2,4,,,,
ins_1198662755,J8_1_3_4_7,j_523970,1,Failed,674733,674759,m_1831,3,4,,,,
ins_27133364,J16_6_10_15,j_15781,1,Failed,678952,0,m_1831,1,2,,,,
ins_978181334,R2_1,j_722962,1,Failed,682861,683300,m_1831,1,2,,,,
